sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
"تمت عملية سحب نقدي بمبلغ 1,950.98 ج.م من ماكينة الصراف الآلي فرع وسط البلد باستخدام بطاقتكم المنتهية برقم 4172. الرصيد المتاح: 5,292.35 ج.م.",ATM Withdrawal,ATM Withdrawal,1950.98,ماكينة صراف آلي,CIB,CIB,18/02/2026,ar
"You sent EGP 2,585.56 via INSTAPAY on 30 JAN 2026 - QNB",Transfer,Transfer,2585.56,INSTAPAY,QNB,QNB_ALAHLI,30 JAN 2026,en
"تم خصم 919.59 جم من حسابكم رقم 8612 عند Mahmoud El Far يوم 04-21 الساعة 11:34 المتاح 1,629.97 جم للمزيد اتصل ب 19623",Groceries,Purchase,919.59,Mahmoud El Far,البنك الأهلي المصري,NBE,04-21,ar
"Dear Customer, your card ending 4700 was used for EGP 351.53 at Mahmoud El Far on 08 MAY 2026 - ADIB EGYPT",Groceries,Purchase,351.53,Mahmoud El Far,ADIB EGYPT,ADIB,08 MAY 2026,en
"Dear Customer, your card ending 2072 was used for EGP 289.01 at MCDONALDS on 20 APR 2026 - FAB_EGYPT",Dining,Purchase,289.01,MCDONALDS,FAB_EGYPT,FAB,20 APR 2026,en
"تم خصم 219.62 جم من حسابكم رقم 8758 عند OTLOB يوم 05-23 الساعة 15:37 المتاح 4,550.52 جم للمزيد اتصل ب 19623",Dining,Purchase,219.62,OTLOB,BanK-AlAhly,NBE,05-23,ar
عزيزنا العميل، تم خصم مبلغ 202.84 جنيه من حسابك رقم ****4012 لدى TOTAL FUEL STATION بتاريخ 07/05/2026 - بنك مصر,Transport,Purchase,202.84,TOTAL FUEL STATION,بنك مصر,BANQUE_MISR,07/05/2026,ar
"عميلنا العزيز، تم تحويل مبلغ 1,559.29 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX7798 في 18/06/2026 15:47.",Transfer,Transfer,1559.29,فودافون كاش,بنك الأسكندرية,Alexbank,18/06/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 7358 لسداد مبلغ 425.61 ج.م لدى BREADFAST COFFEE.,Dining,Purchase,425.61,BREADFAST COFFEE,QNB,QNB_ALAHLI,25/05/2026,ar
عزيزنا العميل، تم خصم مبلغ 250.54 جنيه من حسابك رقم ****2301 لدى WATCH IT بتاريخ 25/01/2026 - AAIB,Entertainment,Purchase,250.54,WATCH IT,AAIB,AAIB,25/01/2026,ar
تم الدفع لصالح ETISALAT MISR بمبلغ 296.79 جنيه عن طريق بطاقتك بتاريخ 20/05/2026,Bills,Purchase,296.79,ETISALAT MISR,BDC-Egypt,BANQUE_DU_CAIRE,20/05/2026,ar
"From HSBC EGYPT: 06APR26 Transfer to Etisalat Cash 140-237***-519 EGP 957.52- Your available balance is EGP 1,850.21",Transfer,Transfer,957.52,Etisalat Cash,HSBC EGYPT,HSBC,06APR26,en
Transaction Alert: EGP 191.04 debited at WATCH IT on 14 MAY 2026. Card ****8204 - FAB_EGYPT,Entertainment,Purchase,191.04,WATCH IT,FAB_EGYPT,FAB,14 MAY 2026,en
"عزيزنا العميل، تم خصم مبلغ 1,148.08 جنيه من حسابك رقم ****8450 لدى KHEIR ZAMAN بتاريخ 26/02/2026 - BDC-Egypt",Groceries,Purchase,1148.08,KHEIR ZAMAN,BDC-Egypt,BANQUE_DU_CAIRE,26/02/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 3621 لسداد مبلغ 619.49 ج.م لدى AWLAD RAGAB.,Groceries,Purchase,619.49,AWLAD RAGAB,BdC,BANQUE_DU_CAIRE,06/05/2026,ar
"تم خصم 1,141.52 جم من بطاقة الائتمان رقم 3250 عند JOHN MART يوم 03-09 الساعة 21:24 المتاح 1,784.61 جم للمزيد اتصل ب 19623",Groceries,Purchase,1141.52,JOHN MART,BanK-AlAhly,NBE,03-09,ar
تنبيه: عملية شراء بقيمة 50.62 جنيه في CAREEM تمت بنجاح - Banque Misr,Transport,Purchase,50.62,CAREEM,Banque Misr,BANQUE_MISR,10/03/2026,ar
"Dear Customer, your card ending 1232 was used for EGP 493.03 at OTLOB on 21 APR 2026 - QNBAlAhli",Dining,Purchase,493.03,OTLOB,QNBAlAhli,QNB_ALAHLI,21 APR 2026,en
Transaction Alert: EGP 304.09 debited at OSN+ on 09 MAY 2026. Card ****5030 - CIB-EGYPT,Entertainment,Purchase,304.09,OSN+,CIB-EGYPT,CIB,09 MAY 2026,en
"Your corporate salary of EGP 18,312.30 was credited to your account ending in 8764 on 05 JUL 2026. Your available balance is EGP 18,476.82.",Salary,Salary Credit,18312.3,MONTHLY SALARY,AAIB,AAIB,05 JUL 2026,en
"تم خصم 589.80 جم من حسابكم رقم 5213 عند DEFACTO يوم 04-04 الساعة 21:28 المتاح 1,837.77 جم للمزيد اتصل ب 19623",Shopping,Purchase,589.8,DEFACTO,البنك الأهلي المصري,NBE,04-04,ar
Transaction Alert: EGP 470.65 debited at Mahmoud El Far on 07 MAR 2026. Card ****9804 - CIB,Groceries,Purchase,470.65,Mahmoud El Far,CIB,CIB,07 MAR 2026,en
"AAIB Alert: Outward InstaPay transfer of EGP 1,017.73 from account XXXXX5047 was successful on 13 MAY 2026 05:03. Ref: Family Support.",Transfer,Transfer,1017.73,Etisalat Cash,AAIB,AAIB,13 MAY 2026,en
"Dear Customer, your card ending 3832 was used for EGP 94.20 at DIDI on 30 APR 2026 - FAB EGYPT",Transport,Purchase,94.2,DIDI,FAB EGYPT,FAB,30 APR 2026,en
Transaction Alert: EGP 340.34 debited at KFC on 12 JUL 2026. Card ****2079 - AAIB-EGYPT,Dining,Purchase,340.34,KFC,AAIB-EGYPT,AAIB,12 JUL 2026,en
عزيزنا العميل، تم خصم مبلغ 51.57 جنيه من حسابك رقم ****3608 لدى YOUTUBE PREMIUM بتاريخ 31/05/2026 - Banque Du Caire,Entertainment,Purchase,51.57,YOUTUBE PREMIUM,Banque Du Caire,BANQUE_DU_CAIRE,31/05/2026,ar
"تنبيه: تم سحب مبلغ 1,540.33 ج.م باستخدام بطاقة الخصم المباشر 8920 من ماكينة بنك آخر. تم تطبيق رسوم سحب بقيمة 10.00 ج.م.",ATM Withdrawal,ATM Withdrawal,1540.33,ماكينة صراف آلي,BdC,BANQUE_DU_CAIRE,27/03/2026,ar
"Dear Customer, your card ending 2625 was used for EGP 361.19 at ELECTRICITY COMPANY on 26 MAR 2026 - ADIB_EGYPT",Bills,Purchase,361.19,ELECTRICITY COMPANY,ADIB_EGYPT,ADIB,26 MAR 2026,en
تم الدفع لصالح DIDI بمبلغ 34.15 جنيه عن طريق بطاقتك بتاريخ 20/05/2026,Transport,Purchase,34.15,DIDI,AAIB,AAIB,20/05/2026,ar
"تمت عملية شراء بمبلغ 353.32 ج.م لدى ELECTRICITY COMPANY باستخدام بطاقتكم المنتهية برقم 3052. الرصيد المتاح: 3,637.30 ج.م.",Bills,Purchase,353.32,ELECTRICITY COMPANY,Banque Du Caire,BANQUE_DU_CAIRE,14/04/2026,ar
"تمت عملية شراء بمبلغ 116.66 ج.م لدى TOTAL FUEL STATION باستخدام بطاقتكم المنتهية برقم 7031. الرصيد المتاح: 2,493.97 ج.م.",Transport,Purchase,116.66,TOTAL FUEL STATION,Alexandria Bank,Alexbank,14/06/2026,ar
"تم خصم 181.13 جم من حسابكم رقم 4375 عند YOUTUBE PREMIUM يوم 01-20 الساعة 03:50 المتاح 1,603.95 جم للمزيد اتصل ب 19623",Entertainment,Purchase,181.13,YOUTUBE PREMIUM,البنك الأهلي المصري,NBE,01-20,ar
"Dear Customer, your card ending 7350 was used for EGP 461.41 at WATER COMPANY on 23 MAR 2026 - FAB EGYPT",Bills,Purchase,461.41,WATER COMPANY,FAB EGYPT,FAB,23 MAR 2026,en
"تمت عملية شراء بمبلغ 312.69 ج.م لدى SEOUDI MARKET باستخدام بطاقتكم المنتهية برقم 3147. الرصيد المتاح: 4,178.52 ج.م.",Groceries,Purchase,312.69,SEOUDI MARKET,Banque Misr,BANQUE_MISR,08/03/2026,ar
"From HSBC EGYPT: 02MAY26 Salary Credit 905-643***-832 EGP 21,672.53+ Your available balance is EGP 23,660.48",Salary,Salary Credit,21672.53,MONTHLY SALARY,HSBC EGYPT,HSBC,02MAY26,en
"AAIB Alert: EGP 1,182.27 debited from HYPER ONE/Account card ending 7102 at POS transaction.",Groceries,Purchase,1182.27,HYPER ONE,AAIB,AAIB,09 JUN 2026,en
قمت بسحب مبلغ 485.76 ج.م نقدا بتاريخ 21/05/2026 من ماكينة صراف آلي - AAIB,ATM Withdrawal,ATM Withdrawal,485.76,ماكينة صراف آلي,AAIB,AAIB,21/05/2026,ar
"Your account ending in 5426 has been credited with EGP 3,765.18 via Inward Local Transfer. Total Available Balance: EGP 4,748.51",Transfer,Transfer,3765.18,VODAFONE CASH,ADIB_EGYPT,ADIB,05 APR 2026,en
Transaction Alert: EGP 303.65 debited at VODAFONE EGYPT on 30 JUN 2026. Card ****7966 - ADIB EGYPT,Bills,Purchase,303.65,VODAFONE EGYPT,ADIB EGYPT,ADIB,30 JUN 2026,en
عزيزنا العميل، تم خصم مبلغ 225.93 جنيه من حسابك رقم ****1157 لدى VODAFONE EGYPT بتاريخ 15/04/2026 - بنك القاهرة,Bills,Purchase,225.93,VODAFONE EGYPT,بنك القاهرة,BANQUE_DU_CAIRE,15/04/2026,ar
"تم خصم 161.41 جم من بطاقة الائتمان رقم 4738 عند SWVL يوم 03-31 الساعة 21:15 المتاح 1,996.59 جم للمزيد اتصل ب 19623",Transport,Purchase,161.41,SWVL,البنك الأهلي المصري,NBE,03-31,ar
"تمت عملية سحب نقدي بمبلغ 1,620.61 ج.م من ماكينة الصراف الآلي فرع الدقي باستخدام بطاقتكم المنتهية برقم 2376. الرصيد المتاح: 3,342.33 ج.م.",ATM Withdrawal,ATM Withdrawal,1620.61,ماكينة صراف آلي,بنك مصر,BANQUE_MISR,10/02/2026,ar
تم الدفع لصالح YOUTUBE PREMIUM بمبلغ 293.21 جنيه عن طريق بطاقتك بتاريخ 10/05/2026,Entertainment,Purchase,293.21,YOUTUBE PREMIUM,Alex_Bank,Alexbank,10/05/2026,ar
FAB EGYPT Alert: EGP 160.90 debited from SHAHID/Account card ending 4737 at POS transaction.,Entertainment,Purchase,160.9,SHAHID,FAB EGYPT,FAB,19 MAR 2026,en
"Your account ending in 2371 has been credited with EGP 1,192.87 via Inward Local Transfer. Total Available Balance: EGP 2,592.30",Transfer,Transfer,1192.87,INSTAPAY,ADIB,ADIB,04 JUL 2026,en
"Dear Customer, your card ending 5374 was used for EGP 270.28 at CAIRO METRO on 12 JUL 2026 - ADIB EGYPT",Transport,Purchase,270.28,CAIRO METRO,ADIB EGYPT,ADIB,12 JUL 2026,en
"Your monthly salary of EGP 12,296.59 has been credited to account ****2137 - BDC-Egypt",Salary,Salary Credit,12296.59,MONTHLY SALARY,BDC-Egypt,BANQUE_DU_CAIRE,08 MAY 2026,en
"From HSBC EGYPT: 11MAR26 Transfer to Orange Cash 491-949***-688 EGP 4,645.59- Your available balance is EGP 4,900.75",Transfer,Transfer,4645.59,Orange Cash,HSBC EGYPT,HSBC,11MAR26,en
"وصل راتبك بقيمة 11,065.42 ج.م إلى حسابك رقم 8115 بنجاح بتاريخ 17/02/2026.",Salary,Salary Credit,11065.42,راتب شهري,BdC,BANQUE_DU_CAIRE,17/02/2026,ar
"Cash withdrawal of EGP 2,888.97 from (Nasr City) using card ending 1998 on 08 APR 2026. Remaining Balance: EGP 6,918.30",ATM Withdrawal,ATM Withdrawal,2888.97,ATM WITHDRAWAL,ADIB_EGYPT,ADIB,08 APR 2026,en
From HSBC EGYPT: 18FEB26 YOUTUBE PREMIUM Purchase from 830-847***-372 EGP 375.17- Your available balance is EGP 910.12,Entertainment,Purchase,375.17,YOUTUBE PREMIUM,HSBC EGYPT,HSBC,18FEB26,en
AAIB Alert: EGP 157.05 debited from VODAFONE EGYPT/Account card ending 2979 at POS transaction.,Bills,Purchase,157.05,VODAFONE EGYPT,AAIB,AAIB,18 FEB 2026,en
AAIB-EGYPT Alert: EGP 211.34 debited from OSN+/Account card ending 9001 at POS transaction.,Entertainment,Purchase,211.34,OSN+,AAIB-EGYPT,AAIB,11 JUN 2026,en
Transaction Alert: EGP 171.80 debited at WE TELECOM on 09 JUL 2026. Card ****7303 - AAIB,Bills,Purchase,171.8,WE TELECOM,AAIB,AAIB,09 JUL 2026,en
"Dear Customer, your card ending 5656 was used for EGP 1,801.70 at FRESH on 08 FEB 2026 - QNB",Shopping,Purchase,1801.7,FRESH,QNB,QNB_ALAHLI,08 FEB 2026,en
"Transaction Alert: EGP 1,618.86 debited at Pandora on 09 MAR 2026. Card ****4187 - FAB EGYPT",Shopping,Purchase,1618.86,Pandora,FAB EGYPT,FAB,09 MAR 2026,en
"Dear Customer, your card ending 7841 was used for EGP 134.06 at ELECTRICITY COMPANY on 30 MAY 2026 - Banque Misr",Bills,Purchase,134.06,ELECTRICITY COMPANY,Banque Misr,BANQUE_MISR,30 MAY 2026,en
"تمت عملية شراء بمبلغ 2,452.24 ج.م لدى FRESH باستخدام بطاقتكم المنتهية برقم 8905. الرصيد المتاح: 5,711.68 ج.م.",Shopping,Purchase,2452.24,FRESH,Alexandria Bank,Alexbank,01/02/2026,ar
ADIB Alert: EGP 226.31 debited from CAIRO METRO/Account card ending 9888 at POS transaction.,Transport,Purchase,226.31,CAIRO METRO,ADIB,ADIB,23 MAY 2026,en
تنبيه: عملية شراء بقيمة 633.35 جنيه في VODAFONE EGYPT تمت بنجاح - AAIB-EGYPT,Bills,Purchase,633.35,VODAFONE EGYPT,AAIB-EGYPT,AAIB,13/02/2026,ar
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 6,758.44 ج.م إلى حسابكم المنتهي برقم 3708 بتاريخ 15/05/2026. رصيدكم المتاح الحالي هو 10,585.72 ج.م.",Salary,Salary Credit,6758.44,راتب شهري,ADIB EGYPT,ADIB,15/05/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 1953 لسداد مبلغ 157.84 ج.م لدى VOX CINEMA.,Entertainment,Purchase,157.84,VOX CINEMA,بنك اسكندرية,Alexbank,23/06/2026,ar
"عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6893 لسداد مبلغ 1,850.53 ج.م لدى RAYA SHOP.",Shopping,Purchase,1850.53,RAYA SHOP,QNB,QNB_ALAHLI,20/03/2026,ar
"Dear Customer, your card ending 5419 was used for EGP 143.72 at TALABAT on 02 JUN 2026 - ADIB",Dining,Purchase,143.72,TALABAT,ADIB,ADIB,02 JUN 2026,en
"تمت عملية شراء بمبلغ 137.00 ج.م لدى CARINA باستخدام بطاقتكم المنتهية برقم 2227. الرصيد المتاح: 3,568.29 ج.م.",Shopping,Purchase,137.0,CARINA,ADIB,ADIB,13/06/2026,ar
"قمت بتحويل 2,189.18 ج.م إلى شهد س**** K*** بنجاح بتاريخ 11/02/2026 - Alexandria Bank",Transfer,Transfer,2189.18,فودافون كاش,Alexandria Bank,Alexbank,11/02/2026,ar
"تم خصم 248.15 جم من حسابكم رقم 5220 عند ORANGE EGYPT يوم 07-08 الساعة 10:57 المتاح 1,091.31 جم للمزيد اتصل ب 19623",Bills,Purchase,248.15,ORANGE EGYPT,البنك الأهلي المصري,NBE,07-08,ar
"لقد قمت بسحب 2,141.29 جنيه نقدا من فرع البنك الرئيسي باستخدام بطاقتك رقم 1284.",ATM Withdrawal,ATM Withdrawal,2141.29,ماكينة صراف آلي,BDC-Egypt,BANQUE_DU_CAIRE,29/05/2026,ar
"From HSBC EGYPT: 20MAY26 GAS MISR Purchase from 609-131***-350 EGP 463.52- Your available balance is EGP 3,777.39",Bills,Purchase,463.52,GAS MISR,HSBC EGYPT,HSBC,20MAY26,en
"Dear Customer, EGP 511.93 was withdrawn via Cash Advance from your Credit Card ending 8182You withdrew EGP 511.93 from your account using your debit card on 03 MAY 2026 - QNB",ATM Withdrawal,ATM Withdrawal,511.93,ATM WITHDRAWAL,QNB,QNB_ALAHLI,03 MAY 2026,en
"From HSBC EGYPT: 24JAN26 SHAHID Purchase from 743-547***-963 EGP 296.26- Your available balance is EGP 3,914.80",Entertainment,Purchase,296.26,SHAHID,HSBC EGYPT,HSBC,24JAN26,en
"وصلك مبلغ 12,061.75 جنيه في حسابك كراتب هذا الشهر، رصيدك الحالي أصبح 12,117.18 جنيه.",Salary,Salary Credit,12061.75,راتب شهري,Alex Bank,Alexbank,26/05/2026,ar
Transaction Alert: EGP 189.83 debited at WATANIYA on 20 MAY 2026. Card ****9369 - بنك الأسكندرية,Transport,Purchase,189.83,WATANIYA,بنك الأسكندرية,Alexbank,20 MAY 2026,en
"Cash withdrawal of EGP 274.61 from (Maadi) using card ending 1215 on 22 MAR 2026. Remaining Balance: EGP 2,297.87",ATM Withdrawal,ATM Withdrawal,274.61,ATM WITHDRAWAL,AAIB,AAIB,22 MAR 2026,en
"Your monthly salary of EGP 17,478.35 has been credited to account ****4778 - Alexandria Bank",Salary,Salary Credit,17478.35,MONTHLY SALARY,Alexandria Bank,Alexbank,14 JUL 2026,en
"ADIB_EGYPT Alert: EGP 1,086.61 debited from CARREFOUR/Account card ending 2682 at POS transaction.",Groceries,Purchase,1086.61,CARREFOUR,ADIB_EGYPT,ADIB,14 JUL 2026,en
"Your corporate salary of EGP 22,468.73 was credited to your account ending in 3159 on 23 MAY 2026. Your available balance is EGP 23,226.20.",Salary,Salary Credit,22468.73,MONTHLY SALARY,FAB_EGYPT,FAB,23 MAY 2026,en
FAB_EGYPT Alert: EGP 219.78 debited from EGYPTIAN RAILWAYS/Account card ending 8448 at POS transaction.,Transport,Purchase,219.78,EGYPTIAN RAILWAYS,FAB_EGYPT,FAB,04 APR 2026,en
"تم تنفيذ تحويل لحظي من حسابكم رقم 1986 بمبلغ 2,890.92 جم إلى يوسف م**** A*** رقم مرجعي 103450697526 يوم 02-14 الساعة 18:20 للمزيد اتصل بـ 19623",Transfer,Transfer,2890.92,إنستا باي,NBE,NBE,02-14,ar
"تم خصم 605.67 جم من بطاقة الخصم رقم 6873 عند SPINNEYS يوم 06-20 الساعة 22:19 المتاح 2,851.88 جم للمزيد اتصل ب 19623",Groceries,Purchase,605.67,SPINNEYS,البنك الأهلي المصري,NBE,06-20,ar
FAB_EGYPT Alert: EGP 744.71 debited from ORANGE EGYPT/Account card ending 9327 at POS transaction.,Bills,Purchase,744.71,ORANGE EGYPT,FAB_EGYPT,FAB,01 MAY 2026,en
تم الدفع لصالح VOX CINEMA بمبلغ 99.52 جنيه عن طريق بطاقتك بتاريخ 07/04/2026,Entertainment,Purchase,99.52,VOX CINEMA,ADIB_EGYPT,ADIB,07/04/2026,ar
"Dear Customer, your card ending 9848 was used for EGP 468.65 at CILANTRO on 24 MAY 2026 - FAB",Dining,Purchase,468.65,CILANTRO,FAB,FAB,24 MAY 2026,en
"BanK-AlAhly Alert: Outward InstaPay transfer of EGP 1,644.54 from account XXXXX1558 was successful on 19 JAN 2026 13:20. Ref: Loan Repayment.",Transfer,Transfer,1644.54,VODAFONE CASH,BanK-AlAhly,NBE,19 JAN 2026,en
"Dear Customer, EGP 1,620.72 was withdrawn via Cash Advance from your Credit Card ending 3713You withdrew EGP 1,620.72 from your account using your debit card on 02 MAY 2026 - FAB",ATM Withdrawal,ATM Withdrawal,1620.72,ATM WITHDRAWAL,FAB,FAB,02 MAY 2026,en
"تمت عملية شراء بمبلغ 222.99 ج.م لدى MOBIL باستخدام بطاقتكم المنتهية برقم 1510. الرصيد المتاح: 3,131.11 ج.م.",Transport,Purchase,222.99,MOBIL,Banque Du Caire,BANQUE_DU_CAIRE,23/05/2026,ar
"تنبيه: تم سحب مبلغ 2,188.86 ج.م باستخدام بطاقة الخصم المباشر 8526 من ماكينة بنك آخر. تم تطبيق رسوم سحب بقيمة 15.00 ج.م.",ATM Withdrawal,ATM Withdrawal,2188.86,ماكينة صراف آلي,HSBC,HSBC,29/06/2026,ar
"AAIB Alert: Outward InstaPay transfer of EGP 3,775.59 from account XXXXX8929 was successful on 03 JUL 2026 09:19. Ref: Loan Repayment.",Transfer,Transfer,3775.59,Orange Cash,AAIB,AAIB,03 JUL 2026,en
"Transaction Alert: EGP 1,400.03 debited at FRESH on 12 FEB 2026. Card ****6398 - ADIB EGYPT",Shopping,Purchase,1400.03,FRESH,ADIB EGYPT,ADIB,12 FEB 2026,en
"AAIB Alert: Outward InstaPay transfer of EGP 1,124.13 from account XXXXX5566 was successful on 05 JUL 2026 11:58. Ref: Family Support.",Transfer,Transfer,1124.13,Orange Cash,AAIB,AAIB,05 JUL 2026,en
Transaction Alert: EGP 606.41 debited at SEOUDI MARKET on 14 APR 2026. Card ****2752 - AAIB,Groceries,Purchase,606.41,SEOUDI MARKET,AAIB,AAIB,14 APR 2026,en
QNB-EGYPT Alert: EGP 313.55 debited from ORANGE EGYPT/Account card ending 3366 at POS transaction.,Bills,Purchase,313.55,ORANGE EGYPT,QNB-EGYPT,QNB_ALAHLI,27 JAN 2026,en
Transaction Alert: EGP 387.88 debited at YOUTUBE PREMIUM on 16 JAN 2026. Card ****2971 - BanK-AlAhly,Entertainment,Purchase,387.88,YOUTUBE PREMIUM,BanK-AlAhly,NBE,16 JAN 2026,en
"Your account XXXXX9160 has been credited with EGP 21,528.45 via Payroll Deposit on 05 MAR 2026. Thank you",Salary,Salary Credit,21528.45,MONTHLY SALARY,AAIB,AAIB,05 MAR 2026,en
"تمت عملية شراء بمبلغ 1,003.84 ج.م لدى SPINNEYS باستخدام بطاقتكم المنتهية برقم 3267. الرصيد المتاح: 2,601.74 ج.م.",Groceries,Purchase,1003.84,SPINNEYS,HSBC EGYPT,HSBC,23/01/2026,ar
"تمت عملية شراء بمبلغ 777.54 ج.م لدى ETISALAT MISR باستخدام بطاقتكم المنتهية برقم 5739. الرصيد المتاح: 3,488.34 ج.م.",Bills,Purchase,777.54,ETISALAT MISR,بنك القاهرة,BANQUE_DU_CAIRE,14/05/2026,ar
"Dear Customer, your card ending 6916 was used for EGP 1,580.22 at AMAZON EGYPT on 02 APR 2026 - CIB-EGYPT",Shopping,Purchase,1580.22,AMAZON EGYPT,CIB-EGYPT,CIB,02 APR 2026,en
"تم خصم 588.97 جم من بطاقة الخصم رقم 4559 عند ORANGE EGYPT يوم 05-15 الساعة 05:17 المتاح 5,022.40 جم للمزيد اتصل ب 19623",Bills,Purchase,588.97,ORANGE EGYPT,BanK-AlAhly,NBE,05-15,ar
